access_url,preview_url,dp_type,dp_subtype,ins_id,observatory,mjd_obs,obs_date,texptime,spec_range,spec_res,filter,prog_id,pi,p3_user,data_collection,obj,fov,publ_date,footprint,ra,dec,dp_id,number_obs,data_release_date,dataset_id,file_size,spatial_resolution,snr,gal_ra,gal_dec,sqdeg,pixelscale,abmaglim,sensitivity,strehl,calib_level,exp_end,mjd_end,exptime,obs_title,tel_id,obstech,obs_id,p3orig,origfile,group_version,data_release,visible,some_bool
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:05:45.380,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,54913.27179614,2009-03-23T06:31:23.187,10.0,"[gte:378.173, lte:691.329]",115000.0,,["082.C-0315"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87909 -60.83488,219.87909,-60.83488,ADP.2014-09-23T11:05:45.380,1,2010-03-23T06:31:23.187,551628,5261,,272.9,315.723637,-0.676016,,,,,,2,2009-03-23T06:31:33.187,54913.27191188,10.0,HD128621_HARPS.2009-03-23T06:31:23.186_s1d_A,ESO-3.6,ECHELLE,["17"],IDP,HARPS.2009-03-23T06:31:23.186_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:04:06.037,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,54914.26494981,2009-03-24T06:21:31.663,10.0,"[gte:378.174, lte:691.329]",115000.0,,["082.C-0315"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87909 -60.8349,219.87909,-60.8349,ADP.2014-09-23T11:04:06.037,1,2010-03-24T06:21:31.663,565719,5261,,303.9,315.723628,-0.676034,,,,,,2,2009-03-24T06:21:41.663,54914.26506555,10.0,HD128621_HARPS.2009-03-24T06:21:31.664_s1d_A,ESO-3.6,ECHELLE,["22"],IDP,HARPS.2009-03-24T06:21:31.664_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:03:50.513,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,55040.0378385,2009-07-28T00:54:29.247,10.0,"[gte:378.125, lte:691.241]",115000.0,,["083.C-1001"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87914 -60.83517,219.87914,-60.83517,ADP.2014-09-23T11:03:50.513,1,2013-04-01T00:00:00.000,556488,5261,,293.7,315.723542,-0.676291,,,,,,2,2009-07-28T00:54:39.247,55040.03795424,10.0,HD128621_HARPS.2009-07-28T00:54:29.246_s1d_A,ESO-3.6,ECHELLE,["9"],IDP,HARPS.2009-07-28T00:54:29.246_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:06:11.170,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,54913.27324935,2009-03-23T06:33:28.743,10.0,"[gte:378.173, lte:691.329]",115000.0,,["082.C-0315"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87908 -60.83486,219.87908,-60.83486,ADP.2014-09-23T11:06:11.170,1,2010-03-23T06:33:28.743,563618,5261,,269.1,315.72364,-0.675995,,,,,,2,2009-03-23T06:33:38.743,54913.27336509,10.0,HD128621_HARPS.2009-03-23T06:33:28.744_s1d_A,ESO-3.6,ECHELLE,["17"],IDP,HARPS.2009-03-23T06:33:28.744_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:04:05.150,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,54950.32819318,2009-04-29T07:52:35.890,10.0,"[gte:378.158, lte:691.304]",115000.0,,["083.C-1001"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87912 -60.83511,219.87912,-60.83511,ADP.2014-09-23T11:04:05.150,1,2013-04-01T00:00:00.000,574733,5261,,280.3,315.723557,-0.676232,,,,,,2,2009-04-29T07:52:45.890,54950.32830892,10.0,HD128621_HARPS.2009-04-29T07:52:35.891_s1d_A,ESO-3.6,ECHELLE,["29"],IDP,HARPS.2009-04-29T07:52:35.891_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:05:55.730,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,54950.21641668,2009-04-29T05:11:38.400,10.0,"[gte:378.158, lte:691.304]",115000.0,,["083.C-1001"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87914 -60.83522,219.87914,-60.83522,ADP.2014-09-23T11:05:55.730,1,2013-04-01T00:00:00.000,552827,5261,,270.5,315.723521,-0.676336,,,,,,2,2009-04-29T05:11:48.400,54950.21653242,10.0,HD128621_HARPS.2009-04-29T05:11:38.401_s1d_A,ESO-3.6,ECHELLE,["21"],IDP,HARPS.2009-04-29T05:11:38.401_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:35:14.343,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,55656.31095165,2011-04-05T07:27:46.223,10.0,"[gte:378.166, lte:691.322]",115000.0,,["087.C-0990"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-26T00:00:00.000,POSITION J2000 219.87905 -60.83474,219.87905,-60.83474,ADP.2014-09-25T15:35:14.343,1,2013-04-01T00:00:00.000,612731,5261,,310.0,315.723675,-0.67588,,,,,,2,2011-04-05T07:27:56.223,55656.3110674,10.0,HD128621_HARPS.2011-04-05T07:27:46.223_s1d_A,ESO-3.6,ECHELLE,["27"],IDP,HARPS.2011-04-05T07:27:46.223_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:44:38.723,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,55297.24723803,2010-04-11T05:56:01.367,10.0,"[gte:378.174, lte:691.318]",115000.0,,["085.C-0318"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-24T00:00:00.000,POSITION J2000 219.87918 -60.83539,219.87918,-60.83539,ADP.2014-09-24T09:44:38.723,1,2013-04-01T00:00:00.000,580519,5261,,302.2,315.72347,-0.6765,,,,,,2,2010-04-11T05:56:11.367,55297.24735378,10.0,HD128621_HARPS.2010-04-11T05:56:01.366_s1d_A,ESO-3.6,ECHELLE,["7"],IDP,HARPS.2010-04-11T05:56:01.366_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:01:26.577,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,55040.03882802,2009-07-28T00:55:54.740,10.0,"[gte:378.125, lte:691.241]",115000.0,,["083.C-1001"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.87912 -60.83515,219.87912,-60.83515,ADP.2014-09-23T11:01:26.577,1,2013-04-01T00:00:00.000,569500,5261,,332.4,315.723541,-0.676268,,,,,,2,2009-07-28T00:56:04.743,55040.03894377,10.0,HD128621_HARPS.2009-07-28T00:55:54.741_s1d_A,ESO-3.6,ECHELLE,["9"],IDP,HARPS.2009-07-28T00:55:54.741_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:04:39.097,,SPECTRUM,SPECTRUM,HARPS,La Silla Paranal APEX,55039.06659389,2009-07-27T01:35:53.713,10.0,"[gte:378.124, lte:691.241]",115000.0,,["083.C-1001"],"["PEPE, FRANCESCO"]","ESO, PHASE3",HARPS,HD128621,,2014-09-23T00:00:00.000,POSITION J2000 219.8791 -60.83508,219.8791,-60.83508,ADP.2014-09-23T11:04:39.097,1,2013-04-01T00:00:00.000,566813,5261,,302.9,315.72356,-0.6762,,,,,,2,2009-07-27T01:36:03.713,55039.06670963,10.0,HD128621_HARPS.2009-07-27T01:35:53.712_s1d_A,ESO-3.6,ECHELLE,["9"],IDP,HARPS.2009-07-27T01:35:53.712_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,,,true
